PackagingID,P_DatumTijdStart,P_DatumTijdEind,P_Machine,AantalStuksPerDoos,BatchID
1286,2024-06-02 12:30:00,2024-06-02 14:35:00,Machine C1,18,1286
1287,2024-07-03 13:30:00,2024-07-03 14:56:00,Machine C2,11,1287
1288,2024-08-04 14:30:00,2024-08-04 17:24:00,Machine C3,14,1288
1289,2024-09-05 15:30:00,2024-09-05 16:55:00,Machine C4,6,1289
1290,2024-10-06 10:30:00,2024-10-06 13:18:00,Machine C0,20,1290
1291,2024-11-07 11:30:00,2024-11-07 12:49:00,Machine C1,15,1291
1292,2024-12-08 12:30:00,2024-12-08 15:17:00,Machine C2,12,1292
1293,2024-01-09 13:30:00,2024-01-09 16:00:00,Machine C3,10,1293
1294,2024-02-10 14:30:00,2024-02-10 17:18:00,Machine C4,19,1294
1295,2024-03-11 15:30:00,2024-03-11 16:32:00,Machine C0,5,1295
1296,2024-04-12 10:30:00,2024-04-12 11:33:00,Machine C1,20,1296
1297,2024-05-13 11:30:00,2024-05-13 13:58:00,Machine C2,13,1297
1298,2024-06-14 12:30:00,2024-06-14 15:13:00,Machine C3,6,1298
1299,2024-07-15 13:30:00,2024-07-15 14:56:00,Machine C4,12,1299
1300,2024-08-16 14:30:00,2024-08-16 17:25:00,Machine C0,13,1300
1301,2024-09-17 15:30:00,2024-09-17 17:34:00,Machine C1,7,1301
1302,2024-10-18 10:30:00,2024-10-18 12:05:00,Machine C2,17,1302
1303,2024-11-19 11:30:00,2024-11-19 12:42:00,Machine C3,14,1303
1304,2024-12-20 12:30:00,2024-12-20 15:06:00,Machine C4,18,1304
1305,2024-01-21 13:30:00,2024-01-21 15:30:00,Machine C0,5,1305
1306,2024-02-22 14:30:00,2024-02-22 17:06:00,Machine C1,18,1306
1307,2024-03-23 15:30:00,2024-03-23 16:48:00,Machine C2,15,1307
1308,2024-04-24 10:30:00,2024-04-24 12:17:00,Machine C3,14,1308
1309,2024-05-25 11:30:00,2024-05-25 13:59:00,Machine C4,16,1309
1310,2024-06-26 12:30:00,2024-06-26 14:16:00,Machine C0,12,1310
1311,2024-07-27 13:30:00,2024-07-27 14:40:00,Machine C1,7,1311
1312,2024-08-28 14:30:00,2024-08-28 15:34:00,Machine C2,20,1312
1313,2024-09-01 15:30:00,2024-09-01 17:33:00,Machine C3,18,1313
1314,2024-10-02 10:30:00,2024-10-02 12:02:00,Machine C4,8,1314
1315,2024-11-03 11:30:00,2024-11-03 13:15:00,Machine C0,16,1315
1316,2024-12-04 12:30:00,2024-12-04 13:44:00,Machine C1,7,1316
1317,2024-01-05 13:30:00,2024-01-05 16:23:00,Machine C2,10,1317
1318,2024-02-06 14:30:00,2024-02-06 16:41:00,Machine C3,11,1318
1319,2024-03-07 15:30:00,2024-03-07 17:04:00,Machine C4,18,1319
1320,2024-04-08 10:30:00,2024-04-08 11:36:00,Machine C0,13,1320
1321,2024-05-09 11:30:00,2024-05-09 13:52:00,Machine C1,20,1321
1322,2024-06-10 12:30:00,2024-06-10 14:09:00,Machine C2,13,1322
1323,2024-07-11 13:30:00,2024-07-11 16:02:00,Machine C3,14,1323
1324,2024-08-12 14:30:00,2024-08-12 17:04:00,Machine C4,14,1324
1325,2024-09-13 15:30:00,2024-09-13 18:14:00,Machine C0,11,1325
1326,2024-10-14 10:30:00,2024-10-14 13:05:00,Machine C1,7,1326
1327,2024-11-15 11:30:00,2024-11-15 13:47:00,Machine C2,13,1327
1328,2024-12-16 12:30:00,2024-12-16 14:41:00,Machine C3,7,1328
1329,2024-01-17 13:30:00,2024-01-17 15:54:00,Machine C4,5,1329
1330,2024-02-18 14:30:00,2024-02-18 16:44:00,Machine C0,9,1330
1331,2024-03-19 15:30:00,2024-03-19 18:25:00,Machine C1,11,1331
1332,2024-04-20 10:30:00,2024-04-20 12:23:00,Machine C2,17,1332
1333,2024-05-21 11:30:00,2024-05-21 14:14:00,Machine C3,10,1333
1334,2024-06-22 12:30:00,2024-06-22 13:51:00,Machine C4,11,1334
1335,2024-07-23 13:30:00,2024-07-23 15:37:00,Machine C0,8,1335
1336,2024-08-24 14:30:00,2024-08-24 16:15:00,Machine C1,5,1336
1337,2024-09-25 15:30:00,2024-09-25 18:27:00,Machine C2,17,1337
1338,2024-10-26 10:30:00,2024-10-26 11:54:00,Machine C3,16,1338
1339,2024-11-27 11:30:00,2024-11-27 14:27:00,Machine C4,14,1339
1340,2024-12-28 12:30:00,2024-12-28 13:39:00,Machine C0,9,1340
1341,2024-01-01 13:30:00,2024-01-01 16:08:00,Machine C1,14,1341
1342,2024-02-02 14:30:00,2024-02-02 15:57:00,Machine C2,16,1342
1343,2024-03-03 15:30:00,2024-03-03 18:26:00,Machine C3,15,1343
1344,2024-04-04 10:30:00,2024-04-04 13:30:00,Machine C4,13,1344
1345,2024-05-05 11:30:00,2024-05-05 12:57:00,Machine C0,17,1345
1346,2024-06-06 12:30:00,2024-06-06 15:14:00,Machine C1,15,1346
1347,2024-07-07 13:30:00,2024-07-07 15:32:00,Machine C2,14,1347
1348,2024-08-08 14:30:00,2024-08-08 16:12:00,Machine C3,7,1348
1349,2024-09-09 15:30:00,2024-09-09 18:18:00,Machine C4,8,1349
1350,2024-10-10 10:30:00,2024-10-10 12:41:00,Machine C0,16,1350
1351,2024-11-11 11:30:00,2024-11-11 13:28:00,Machine C1,5,1351
1352,2024-12-12 12:30:00,2024-12-12 14:16:00,Machine C2,7,1352
1353,2024-01-13 13:30:00,2024-01-13 14:48:00,Machine C3,18,1353
1354,2024-02-14 14:30:00,2024-02-14 15:32:00,Machine C4,19,1354
1355,2024-03-15 15:30:00,2024-03-15 18:04:00,Machine C0,10,1355
1356,2024-04-16 10:30:00,2024-04-16 13:15:00,Machine C1,20,1356
1357,2024-05-17 11:30:00,2024-05-17 13:26:00,Machine C2,12,1357
1358,2024-06-18 12:30:00,2024-06-18 14:13:00,Machine C3,19,1358
1359,2024-07-19 13:30:00,2024-07-19 15:32:00,Machine C4,12,1359
1360,2024-08-20 14:30:00,2024-08-20 16:34:00,Machine C0,15,1360
1361,2024-09-21 15:30:00,2024-09-21 17:02:00,Machine C1,18,1361
1362,2024-10-22 10:30:00,2024-10-22 13:26:00,Machine C2,19,1362
1363,2024-11-23 11:30:00,2024-11-23 13:15:00,Machine C3,14,1363
1364,2024-12-24 12:30:00,2024-12-24 14:21:00,Machine C4,7,1364
1365,2024-01-25 13:30:00,2024-01-25 14:35:00,Machine C0,17,1365
1366,2024-02-26 14:30:00,2024-02-26 15:33:00,Machine C1,6,1366
1367,2024-03-27 15:30:00,2024-03-27 17:31:00,Machine C2,11,1367
1368,2024-04-28 10:30:00,2024-04-28 12:02:00,Machine C3,13,1368
1369,2024-05-01 11:30:00,2024-05-01 13:46:00,Machine C4,17,1369
1370,2024-06-02 12:30:00,2024-06-02 14:45:00,Machine C0,7,1370
1371,2024-07-03 13:30:00,2024-07-03 16:09:00,Machine C1,17,1371
1372,2024-08-04 14:30:00,2024-08-04 17:02:00,Machine C2,5,1372
1373,2024-09-05 15:30:00,2024-09-05 16:53:00,Machine C3,17,1373
1374,2024-10-06 10:30:00,2024-10-06 13:19:00,Machine C4,20,1374
1375,2024-11-07 11:30:00,2024-11-07 14:24:00,Machine C0,16,1375
1376,2024-12-08 12:30:00,2024-12-08 14:35:00,Machine C1,18,1376
1377,2024-01-09 13:30:00,2024-01-09 15:05:00,Machine C2,5,1377
1378,2024-02-10 14:30:00,2024-02-10 16:23:00,Machine C3,15,1378
1379,2024-03-11 15:30:00,2024-03-11 18:26:00,Machine C4,8,1379
1380,2024-04-12 10:30:00,2024-04-12 12:40:00,Machine C0,18,1380
1381,2024-05-13 11:30:00,2024-05-13 13:54:00,Machine C1,9,1381
1382,2024-06-14 12:30:00,2024-06-14 14:59:00,Machine C2,9,1382
1383,2024-07-15 13:30:00,2024-07-15 14:53:00,Machine C3,18,1383
1384,2024-08-16 14:30:00,2024-08-16 16:09:00,Machine C4,10,1384
1385,2024-09-17 15:30:00,2024-09-17 18:26:00,Machine C0,13,1385
1386,2024-10-18 10:30:00,2024-10-18 12:50:00,Machine C1,12,1386
1387,2024-11-19 11:30:00,2024-11-19 13:33:00,Machine C2,6,1387
1388,2024-12-20 12:30:00,2024-12-20 15:19:00,Machine C3,13,1388
1389,2024-01-21 13:30:00,2024-01-21 14:56:00,Machine C4,15,1389
1390,2024-02-22 14:30:00,2024-02-22 15:48:00,Machine C0,19,1390
1391,2024-03-23 15:30:00,2024-03-23 18:18:00,Machine C1,11,1391
1392,2024-04-24 10:30:00,2024-04-24 12:15:00,Machine C2,17,1392
1393,2024-05-25 11:30:00,2024-05-25 13:07:00,Machine C3,16,1393
1394,2024-06-26 12:30:00,2024-06-26 13:44:00,Machine C4,20,1394
1395,2024-07-27 13:30:00,2024-07-27 15:15:00,Machine C0,8,1395
1396,2024-08-28 14:30:00,2024-08-28 16:03:00,Machine C1,7,1396
1397,2024-09-01 15:30:00,2024-09-01 17:41:00,Machine C2,10,1397
1398,2024-10-02 10:30:00,2024-10-02 13:08:00,Machine C3,18,1398
1399,2024-11-03 11:30:00,2024-11-03 12:55:00,Machine C4,13,1399
1400,2024-12-04 12:30:00,2024-12-04 14:42:00,Machine C0,7,1400
1401,2024-01-05 13:30:00,2024-01-05 15:12:00,Machine C1,6,1401
1402,2024-02-06 14:30:00,2024-02-06 16:53:00,Machine C2,20,1402
1403,2024-03-07 15:30:00,2024-03-07 16:39:00,Machine C3,19,1403
1404,2024-04-08 10:30:00,2024-04-08 13:23:00,Machine C4,19,1404
1405,2024-05-09 11:30:00,2024-05-09 13:05:00,Machine C0,10,1405
1406,2024-06-10 12:30:00,2024-06-10 13:36:00,Machine C1,18,1406
1407,2024-07-11 13:30:00,2024-07-11 16:13:00,Machine C2,5,1407
1408,2024-08-12 14:30:00,2024-08-12 15:42:00,Machine C3,15,1408
1409,2024-09-13 15:30:00,2024-09-13 17:41:00,Machine C4,11,1409
1410,2024-10-14 10:30:00,2024-10-14 12:45:00,Machine C0,10,1410
1411,2024-11-15 11:30:00,2024-11-15 13:51:00,Machine C1,17,1411
1412,2024-12-16 12:30:00,2024-12-16 14:07:00,Machine C2,15,1412
1413,2024-01-17 13:30:00,2024-01-17 15:12:00,Machine C3,10,1413
1414,2024-02-18 14:30:00,2024-02-18 17:24:00,Machine C4,14,1414
1415,2024-03-19 15:30:00,2024-03-19 17:26:00,Machine C0,14,1415
1416,2024-04-20 10:30:00,2024-04-20 13:04:00,Machine C1,16,1416
1417,2024-05-21 11:30:00,2024-05-21 13:07:00,Machine C2,5,1417
1418,2024-06-22 12:30:00,2024-06-22 14:24:00,Machine C3,8,1418
1419,2024-07-23 13:30:00,2024-07-23 15:20:00,Machine C4,10,1419
1420,2024-08-24 14:30:00,2024-08-24 16:17:00,Machine C0,8,1420
1421,2024-09-25 15:30:00,2024-09-25 17:01:00,Machine C1,14,1421
1422,2024-10-26 10:30:00,2024-10-26 11:33:00,Machine C2,12,1422
1423,2024-11-27 11:30:00,2024-11-27 13:51:00,Machine C3,16,1423
1424,2024-12-28 12:30:00,2024-12-28 13:51:00,Machine C4,19,1424
1425,2024-01-01 13:30:00,2024-01-01 16:13:00,Machine C0,19,1425
1426,2024-02-02 14:30:00,2024-02-02 17:09:00,Machine C1,19,1426
1427,2024-03-03 15:30:00,2024-03-03 17:07:00,Machine C2,10,1427
1428,2024-04-04 10:30:00,2024-04-04 11:50:00,Machine C3,14,1428
1429,2024-05-05 11:30:00,2024-05-05 14:17:00,Machine C4,15,1429
1430,2024-06-06 12:30:00,2024-06-06 14:11:00,Machine C0,20,1430
1431,2024-07-07 13:30:00,2024-07-07 15:30:00,Machine C1,19,1431
1432,2024-08-08 14:30:00,2024-08-08 16:36:00,Machine C2,17,1432
1433,2024-09-09 15:30:00,2024-09-09 18:24:00,Machine C3,19,1433
1434,2024-10-10 10:30:00,2024-10-10 11:32:00,Machine C4,17,1434
1435,2024-11-11 11:30:00,2024-11-11 14:07:00,Machine C0,10,1435
1436,2024-12-12 12:30:00,2024-12-12 13:35:00,Machine C1,8,1436
1437,2024-01-13 13:30:00,2024-01-13 16:10:00,Machine C2,18,1437
1438,2024-02-14 14:30:00,2024-02-14 17:15:00,Machine C3,6,1438
1439,2024-03-15 15:30:00,2024-03-15 16:50:00,Machine C4,14,1439
1440,2024-04-16 10:30:00,2024-04-16 11:37:00,Machine C0,14,1440
1441,2024-05-17 11:30:00,2024-05-17 12:37:00,Machine C1,18,1441
1442,2024-06-18 12:30:00,2024-06-18 15:29:00,Machine C2,6,1442
1443,2024-07-19 13:30:00,2024-07-19 15:03:00,Machine C3,15,1443
1444,2024-08-20 14:30:00,2024-08-20 17:00:00,Machine C4,6,1444
1445,2024-09-21 15:30:00,2024-09-21 17:41:00,Machine C0,19,1445
1446,2024-10-22 10:30:00,2024-10-22 12:20:00,Machine C1,16,1446
1447,2024-11-23 11:30:00,2024-11-23 13:36:00,Machine C2,8,1447
1448,2024-12-24 12:30:00,2024-12-24 15:21:00,Machine C3,15,1448
1449,2024-01-25 13:30:00,2024-01-25 15:38:00,Machine C4,11,1449
1450,2024-02-26 14:30:00,2024-02-26 16:32:00,Machine C0,16,1450
1451,2024-03-27 15:30:00,2024-03-27 17:14:00,Machine C1,20,1451
1452,2024-04-28 10:30:00,2024-04-28 11:59:00,Machine C2,5,1452
1453,2024-05-01 11:30:00,2024-05-01 12:38:00,Machine C3,12,1453
1454,2024-06-02 12:30:00,2024-06-02 14:56:00,Machine C4,5,1454
1455,2024-07-03 13:30:00,2024-07-03 16:24:00,Machine C0,17,1455
1456,2024-08-04 14:30:00,2024-08-04 16:51:00,Machine C1,16,1456
1457,2024-09-05 15:30:00,2024-09-05 17:15:00,Machine C2,11,1457
1458,2024-10-06 10:30:00,2024-10-06 12:09:00,Machine C3,14,1458
1459,2024-11-07 11:30:00,2024-11-07 13:52:00,Machine C4,12,1459
1460,2024-12-08 12:30:00,2024-12-08 13:49:00,Machine C0,19,1460
1461,2024-01-09 13:30:00,2024-01-09 15:52:00,Machine C1,18,1461
1462,2024-02-10 14:30:00,2024-02-10 17:19:00,Machine C2,7,1462
1463,2024-03-11 15:30:00,2024-03-11 17:00:00,Machine C3,13,1463
1464,2024-04-12 10:30:00,2024-04-12 12:43:00,Machine C4,17,1464
1465,2024-05-13 11:30:00,2024-05-13 13:14:00,Machine C0,10,1465
1466,2024-06-14 12:30:00,2024-06-14 14:06:00,Machine C1,11,1466
1467,2024-07-15 13:30:00,2024-07-15 15:36:00,Machine C2,19,1467
1468,2024-08-16 14:30:00,2024-08-16 16:59:00,Machine C3,15,1468
1469,2024-09-17 15:30:00,2024-09-17 16:34:00,Machine C4,17,1469
1470,2024-10-18 10:30:00,2024-10-18 12:03:00,Machine C0,16,1470
1471,2024-11-19 11:30:00,2024-11-19 12:34:00,Machine C1,17,1471
1472,2024-12-20 12:30:00,2024-12-20 14:09:00,Machine C2,8,1472
1473,2024-01-21 13:30:00,2024-01-21 16:04:00,Machine C3,10,1473
1474,2024-02-22 14:30:00,2024-02-22 17:07:00,Machine C4,6,1474
1475,2024-03-23 15:30:00,2024-03-23 16:50:00,Machine C0,5,1475
1476,2024-04-24 10:30:00,2024-04-24 12:43:00,Machine C1,7,1476
1477,2024-05-25 11:30:00,2024-05-25 14:15:00,Machine C2,5,1477
1478,2024-06-26 12:30:00,2024-06-26 13:44:00,Machine C3,14,1478
1479,2024-07-27 13:30:00,2024-07-27 15:44:00,Machine C4,14,1479
1480,2024-08-28 14:30:00,2024-08-28 15:33:00,Machine C0,7,1480
1481,2024-09-01 15:30:00,2024-09-01 18:26:00,Machine C1,6,1481
1482,2024-10-02 10:30:00,2024-10-02 13:05:00,Machine C2,9,1482
1483,2024-11-03 11:30:00,2024-11-03 12:31:00,Machine C3,20,1483
1484,2024-12-04 12:30:00,2024-12-04 13:46:00,Machine C4,19,1484
1485,2024-01-05 13:30:00,2024-01-05 15:19:00,Machine C0,18,1485
1486,2024-02-06 14:30:00,2024-02-06 16:24:00,Machine C1,19,1486
1487,2024-03-07 15:30:00,2024-03-07 18:22:00,Machine C2,10,1487
1488,2024-04-08 10:30:00,2024-04-08 11:56:00,Machine C3,14,1488
1489,2024-05-09 11:30:00,2024-05-09 13:56:00,Machine C4,10,1489
1490,2024-06-10 12:30:00,2024-06-10 14:17:00,Machine C0,19,1490
1491,2024-07-11 13:30:00,2024-07-11 15:24:00,Machine C1,17,1491
1492,2024-08-12 14:30:00,2024-08-12 16:36:00,Machine C2,14,1492
1493,2024-09-13 15:30:00,2024-09-13 18:03:00,Machine C3,15,1493
1494,2024-10-14 10:30:00,2024-10-14 13:14:00,Machine C4,10,1494
1495,2024-11-15 11:30:00,2024-11-15 12:48:00,Machine C0,10,1495
1496,2024-12-16 12:30:00,2024-12-16 14:02:00,Machine C1,7,1496
1497,2024-01-17 13:30:00,2024-01-17 15:53:00,Machine C2,11,1497
1498,2024-02-18 14:30:00,2024-02-18 15:31:00,Machine C3,7,1498
1499,2024-03-19 15:30:00,2024-03-19 18:08:00,Machine C4,15,1499
1500,2024-04-20 10:30:00,2024-04-20 12:47:00,Machine C0,13,1500
1501,2024-05-21 11:30:00,2024-05-21 13:10:00,Machine C1,6,1501
1502,2024-06-22 12:30:00,2024-06-22 13:43:00,Machine C2,13,1502
1503,2024-07-23 13:30:00,2024-07-23 14:53:00,Machine C3,5,1503
1504,2024-08-24 14:30:00,2024-08-24 16:25:00,Machine C4,16,1504
1505,2024-09-25 15:30:00,2024-09-25 18:02:00,Machine C0,18,1505
1506,2024-10-26 10:30:00,2024-10-26 12:48:00,Machine C1,5,1506
1507,2024-11-27 11:30:00,2024-11-27 12:47:00,Machine C2,18,1507
1508,2024-12-28 12:30:00,2024-12-28 13:46:00,Machine C3,9,1508
1509,2024-01-01 13:30:00,2024-01-01 14:33:00,Machine C4,12,1509
1510,2024-02-02 14:30:00,2024-02-02 16:03:00,Machine C0,9,1510
1511,2024-03-03 15:30:00,2024-03-03 17:27:00,Machine C1,6,1511
1512,2024-04-04 10:30:00,2024-04-04 12:15:00,Machine C2,15,1512
1513,2024-05-05 11:30:00,2024-05-05 14:06:00,Machine C3,9,1513
1514,2024-06-06 12:30:00,2024-06-06 13:56:00,Machine C4,11,1514
1515,2024-07-07 13:30:00,2024-07-07 15:56:00,Machine C0,11,1515
1516,2024-08-08 14:30:00,2024-08-08 15:58:00,Machine C1,7,1516
1517,2024-09-09 15:30:00,2024-09-09 18:04:00,Machine C2,12,1517
1518,2024-10-10 10:30:00,2024-10-10 11:31:00,Machine C3,7,1518
1519,2024-11-11 11:30:00,2024-11-11 12:50:00,Machine C4,17,1519
1520,2024-12-12 12:30:00,2024-12-12 13:59:00,Machine C0,9,1520
1521,2024-01-13 13:30:00,2024-01-13 16:24:00,Machine C1,13,1521
1522,2024-02-14 14:30:00,2024-02-14 16:42:00,Machine C2,11,1522
1523,2024-03-15 15:30:00,2024-03-15 17:59:00,Machine C3,11,1523
1524,2024-04-16 10:30:00,2024-04-16 12:11:00,Machine C4,20,1524
1525,2024-05-17 11:30:00,2024-05-17 13:56:00,Machine C0,9,1525
1526,2024-06-18 12:30:00,2024-06-18 14:59:00,Machine C1,10,1526
1527,2024-07-19 13:30:00,2024-07-19 16:16:00,Machine C2,17,1527
1528,2024-08-20 14:30:00,2024-08-20 16:41:00,Machine C3,11,1528
1529,2024-09-21 15:30:00,2024-09-21 17:42:00,Machine C4,20,1529
1530,2024-10-22 10:30:00,2024-10-22 12:17:00,Machine C0,9,1530
1531,2024-11-23 11:30:00,2024-11-23 12:50:00,Machine C1,12,1531
1532,2024-12-24 12:30:00,2024-12-24 13:38:00,Machine C2,7,1532
1533,2024-01-25 13:30:00,2024-01-25 15:49:00,Machine C3,13,1533
1534,2024-02-26 14:30:00,2024-02-26 17:15:00,Machine C4,15,1534
1535,2024-03-27 15:30:00,2024-03-27 16:51:00,Machine C0,17,1535
1536,2024-04-28 10:30:00,2024-04-28 13:27:00,Machine C1,5,1536
1537,2024-05-01 11:30:00,2024-05-01 14:21:00,Machine C2,6,1537
1538,2024-06-02 12:30:00,2024-06-02 15:04:00,Machine C3,14,1538
1539,2024-07-03 13:30:00,2024-07-03 15:49:00,Machine C4,16,1539
1540,2024-08-04 14:30:00,2024-08-04 15:36:00,Machine C0,19,1540
1541,2024-09-05 15:30:00,2024-09-05 17:04:00,Machine C1,11,1541
1542,2024-10-06 10:30:00,2024-10-06 11:54:00,Machine C2,15,1542
1543,2024-11-07 11:30:00,2024-11-07 14:19:00,Machine C3,8,1543
1544,2024-12-08 12:30:00,2024-12-08 15:01:00,Machine C4,14,1544
1545,2024-01-09 13:30:00,2024-01-09 15:00:00,Machine C0,14,1545
1546,2024-02-10 14:30:00,2024-02-10 17:02:00,Machine C1,20,1546
1547,2024-03-11 15:30:00,2024-03-11 18:25:00,Machine C2,10,1547
1548,2024-04-12 10:30:00,2024-04-12 13:19:00,Machine C3,14,1548
1549,2024-05-13 11:30:00,2024-05-13 14:28:00,Machine C4,8,1549
1550,2024-06-14 12:30:00,2024-06-14 14:04:00,Machine C0,19,1550
1551,2024-07-15 13:30:00,2024-07-15 15:32:00,Machine C1,11,1551
1552,2024-08-16 14:30:00,2024-08-16 15:51:00,Machine C2,12,1552
1553,2024-09-17 15:30:00,2024-09-17 17:57:00,Machine C3,19,1553
1554,2024-10-18 10:30:00,2024-10-18 11:43:00,Machine C4,8,1554
1555,2024-11-19 11:30:00,2024-11-19 12:47:00,Machine C0,16,1555
1556,2024-12-20 12:30:00,2024-12-20 14:38:00,Machine C1,10,1556
1557,2024-01-21 13:30:00,2024-01-21 15:16:00,Machine C2,16,1557
1558,2024-02-22 14:30:00,2024-02-22 17:27:00,Machine C3,15,1558
1559,2024-03-23 15:30:00,2024-03-23 16:49:00,Machine C4,20,1559
1560,2024-04-24 10:30:00,2024-04-24 12:56:00,Machine C0,5,1560
1561,2024-05-25 11:30:00,2024-05-25 13:38:00,Machine C1,14,1561
1562,2024-06-26 12:30:00,2024-06-26 15:28:00,Machine C2,5,1562
1563,2024-07-27 13:30:00,2024-07-27 15:46:00,Machine C3,6,1563
1564,2024-08-28 14:30:00,2024-08-28 17:16:00,Machine C4,12,1564
1565,2024-09-01 15:30:00,2024-09-01 17:26:00,Machine C0,7,1565
1566,2024-10-02 10:30:00,2024-10-02 13:19:00,Machine C1,20,1566
1567,2024-11-03 11:30:00,2024-11-03 13:07:00,Machine C2,13,1567
1568,2024-12-04 12:30:00,2024-12-04 14:37:00,Machine C3,6,1568
1569,2024-01-05 13:30:00,2024-01-05 15:53:00,Machine C4,7,1569
1570,2024-02-06 14:30:00,2024-02-06 17:27:00,Machine C0,15,1570
1571,2024-03-07 15:30:00,2024-03-07 17:38:00,Machine C1,6,1571
1572,2024-04-08 10:30:00,2024-04-08 11:57:00,Machine C2,20,1572
1573,2024-05-09 11:30:00,2024-05-09 13:47:00,Machine C3,18,1573
1574,2024-06-10 12:30:00,2024-06-10 14:18:00,Machine C4,5,1574
1575,2024-07-11 13:30:00,2024-07-11 14:54:00,Machine C0,18,1575
1576,2024-08-12 14:30:00,2024-08-12 17:18:00,Machine C1,16,1576
1577,2024-09-13 15:30:00,2024-09-13 17:15:00,Machine C2,20,1577
1578,2024-10-14 10:30:00,2024-10-14 12:46:00,Machine C3,10,1578
1579,2024-11-15 11:30:00,2024-11-15 13:32:00,Machine C4,12,1579
1580,2024-12-16 12:30:00,2024-12-16 13:46:00,Machine C0,15,1580
1581,2024-01-17 13:30:00,2024-01-17 15:55:00,Machine C1,13,1581
1582,2024-02-18 14:30:00,2024-02-18 17:21:00,Machine C2,15,1582
1583,2024-03-19 15:30:00,2024-03-19 18:12:00,Machine C3,16,1583
1584,2024-04-20 10:30:00,2024-04-20 12:49:00,Machine C4,20,1584
1585,2024-05-21 11:30:00,2024-05-21 13:23:00,Machine C0,12,1585
1586,2024-06-22 12:30:00,2024-06-22 14:45:00,Machine C1,13,1586
1587,2024-07-23 13:30:00,2024-07-23 14:52:00,Machine C2,6,1587
1588,2024-08-24 14:30:00,2024-08-24 17:19:00,Machine C3,19,1588
1589,2024-09-25 15:30:00,2024-09-25 17:56:00,Machine C4,5,1589
1590,2024-10-26 10:30:00,2024-10-26 12:27:00,Machine C0,20,1590
1591,2024-11-27 11:30:00,2024-11-27 13:03:00,Machine C1,14,1591
1592,2024-12-28 12:30:00,2024-12-28 13:39:00,Machine C2,7,1592
1593,2024-01-01 13:30:00,2024-01-01 15:34:00,Machine C3,17,1593
1594,2024-02-02 14:30:00,2024-02-02 16:15:00,Machine C4,14,1594
1595,2024-03-03 15:30:00,2024-03-03 18:06:00,Machine C0,9,1595
1596,2024-04-04 10:30:00,2024-04-04 13:09:00,Machine C1,12,1596
1597,2024-05-05 11:30:00,2024-05-05 13:52:00,Machine C2,11,1597
1598,2024-06-06 12:30:00,2024-06-06 13:35:00,Machine C3,11,1598
1599,2024-07-07 13:30:00,2024-07-07 15:27:00,Machine C4,18,1599
1600,2024-08-08 14:30:00,2024-08-08 16:02:00,Machine C0,11,1600
1601,2024-09-09 15:30:00,2024-09-09 18:19:00,Machine C1,17,1601
1602,2024-10-10 10:30:00,2024-10-10 13:22:00,Machine C2,19,1602
1603,2024-11-11 11:30:00,2024-11-11 13:32:00,Machine C3,19,1603
1604,2024-12-12 12:30:00,2024-12-12 14:31:00,Machine C4,7,1604
1605,2024-01-13 13:30:00,2024-01-13 15:11:00,Machine C0,15,1605
1606,2024-02-14 14:30:00,2024-02-14 16:46:00,Machine C1,11,1606
1607,2024-03-15 15:30:00,2024-03-15 18:28:00,Machine C2,15,1607
1608,2024-04-16 10:30:00,2024-04-16 12:32:00,Machine C3,20,1608
1609,2024-05-17 11:30:00,2024-05-17 14:15:00,Machine C4,5,1609
1610,2024-06-18 12:30:00,2024-06-18 13:41:00,Machine C0,6,1610
1611,2024-07-19 13:30:00,2024-07-19 15:07:00,Machine C1,17,1611
1612,2024-08-20 14:30:00,2024-08-20 17:26:00,Machine C2,10,1612
1613,2024-09-21 15:30:00,2024-09-21 17:30:00,Machine C3,17,1613
1614,2024-10-22 10:30:00,2024-10-22 11:49:00,Machine C4,8,1614
1615,2024-11-23 11:30:00,2024-11-23 14:29:00,Machine C0,16,1615
1616,2024-12-24 12:30:00,2024-12-24 14:05:00,Machine C1,16,1616
1617,2024-01-25 13:30:00,2024-01-25 15:57:00,Machine C2,11,1617
1618,2024-02-26 14:30:00,2024-02-26 15:35:00,Machine C3,20,1618
1619,2024-03-27 15:30:00,2024-03-27 18:23:00,Machine C4,12,1619
1620,2024-04-28 10:30:00,2024-04-28 12:14:00,Machine C0,12,1620
1621,2024-05-01 11:30:00,2024-05-01 13:02:00,Machine C1,16,1621
1622,2024-06-02 12:30:00,2024-06-02 13:55:00,Machine C2,19,1622
1623,2024-07-03 13:30:00,2024-07-03 15:38:00,Machine C3,8,1623
1624,2024-08-04 14:30:00,2024-08-04 15:58:00,Machine C4,10,1624
1625,2024-09-05 15:30:00,2024-09-05 17:34:00,Machine C0,7,1625
1626,2024-10-06 10:30:00,2024-10-06 11:41:00,Machine C1,17,1626
1627,2024-11-07 11:30:00,2024-11-07 14:07:00,Machine C2,9,1627
1628,2024-12-08 12:30:00,2024-12-08 13:54:00,Machine C3,6,1628
1629,2024-01-09 13:30:00,2024-01-09 15:32:00,Machine C4,14,1629
1630,2024-02-10 14:30:00,2024-02-10 15:56:00,Machine C0,9,1630
1631,2024-03-11 15:30:00,2024-03-11 17:32:00,Machine C1,15,1631
1632,2024-04-12 10:30:00,2024-04-12 11:58:00,Machine C2,16,1632
1633,2024-05-13 11:30:00,2024-05-13 13:18:00,Machine C3,10,1633
